customer_id,brand,region,acquisition_channel,plan,tenure_months,active_subscriptions,monthly_revenue,discount_rate,support_tickets_90d,late_shipments_90d,email_engagement,avg_days_between_orders,churned,churn_risk_score,risk_segment
CUST-02132,DermaCo Labs,Indonesia,display,annual,25,3,39.75,0.116,0,0,0.47,76.2,0,0.1081,low
CUST-02133,Voltix Home,Malaysia,organic,monthly,32,1,133.86,0.34,0,1,0.368,45.3,0,0.1658,low
CUST-02134,Northstar Apparel,Singapore,display,monthly,5,3,57.16,0.259,0,0,0.179,38.4,0,0.4452,watch
CUST-02135,DermaCo Labs,Indonesia,organic,monthly,11,2,37.97,0.29,3,0,0.61,19.1,1,0.3845,watch
CUST-02136,DermaCo Labs,Malaysia,paid_search,monthly,20,1,26.62,0.114,2,0,0.466,51.6,0,0.2592,watch
CUST-02137,VitalEdge Wellness,Philippines,affiliate,quarterly,23,2,96.61,0.201,0,0,0.268,45.3,0,0.0931,low
CUST-02138,Northstar Apparel,Indonesia,organic,quarterly,11,1,73.0,0.469,1,0,0.055,57.8,0,0.4966,high
CUST-02139,Voltix Home,Singapore,paid_search,monthly,27,2,148.84,0.018,2,0,0.401,24.3,0,0.1597,low
CUST-02140,Voltix Home,Malaysia,email,annual,12,2,119.15,0.073,1,0,0.785,94.0,0,0.1336,low
CUST-02141,Northstar Apparel,Thailand,organic,monthly,10,3,43.43,0.188,2,3,0.56,36.6,1,0.414,watch
CUST-02142,DermaCo Labs,Indonesia,affiliate,monthly,32,1,40.94,0.2,0,2,0.391,12.1,0,0.1082,low
CUST-02143,Voltix Home,Thailand,paid_search,monthly,3,3,127.21,0.225,2,0,0.44,25.9,0,0.4078,watch
CUST-02144,Northstar Apparel,Thailand,organic,monthly,13,2,74.89,0.51,0,0,0.275,41.5,0,0.3994,watch
CUST-02145,DermaCo Labs,Singapore,display,quarterly,27,1,32.03,0.256,1,0,0.639,50.4,0,0.1369,low
CUST-02146,DermaCo Labs,Thailand,paid_search,monthly,28,1,34.19,0.469,2,0,0.824,15.5,0,0.1863,low
CUST-02147,Northstar Apparel,Thailand,paid_search,monthly,20,2,49.05,0.304,0,0,0.71,27.0,0,0.1347,low
CUST-02148,VitalEdge Wellness,Singapore,email,quarterly,7,1,95.34,0.236,1,2,0.649,57.1,1,0.2889,watch
CUST-02149,VitalEdge Wellness,Indonesia,affiliate,annual,24,1,72.8,0.279,2,1,0.557,73.7,1,0.1948,low
CUST-02150,VitalEdge Wellness,Singapore,organic,quarterly,17,1,79.32,0.117,2,0,0.435,50.7,0,0.1888,low
CUST-02151,Voltix Home,Philippines,display,quarterly,25,1,119.61,0.012,0,0,0.21,54.2,0,0.1007,low
CUST-02152,VitalEdge Wellness,Indonesia,paid_search,quarterly,29,1,85.75,0.179,1,2,0.207,60.1,0,0.1977,low
CUST-02153,Northstar Apparel,Singapore,email,quarterly,22,2,72.59,0.174,2,4,0.734,36.5,0,0.2195,low
CUST-02154,Voltix Home,Thailand,email,monthly,27,2,155.04,0.19,3,0,0.532,34.1,1,0.2286,low
CUST-02155,Voltix Home,Malaysia,display,monthly,22,2,79.35,0.343,0,0,0.333,32.0,0,0.1995,low
CUST-02156,DermaCo Labs,Thailand,affiliate,quarterly,30,1,37.62,0.221,0,0,0.486,40.3,0,0.0602,low
CUST-02157,Northstar Apparel,Indonesia,email,quarterly,18,2,60.6,0.351,1,0,0.631,63.4,0,0.2023,low
CUST-02158,Northstar Apparel,Malaysia,affiliate,annual,6,1,78.19,0.275,0,1,0.824,78.0,0,0.2104,low
CUST-02159,Northstar Apparel,Philippines,organic,monthly,23,2,53.52,0.178,0,0,0.428,12.0,0,0.1016,low
CUST-02160,Northstar Apparel,Malaysia,email,monthly,29,1,63.05,0.02,0,0,0.377,34.7,0,0.0843,low
CUST-02161,Northstar Apparel,Singapore,organic,annual,11,1,54.73,0.072,1,0,0.704,67.9,1,0.153,low
CUST-02162,DermaCo Labs,Singapore,affiliate,monthly,10,1,30.26,0.214,0,0,0.336,25.1,1,0.2264,low
CUST-02163,VitalEdge Wellness,Malaysia,organic,monthly,23,1,51.81,0.111,1,2,0.585,19.5,0,0.1282,low
CUST-02164,Voltix Home,Indonesia,affiliate,quarterly,10,2,136.25,0.414,1,1,0.575,47.9,0,0.2883,watch
CUST-02165,Voltix Home,Philippines,organic,annual,36,1,186.37,0.477,0,0,0.483,85.2,0,0.1313,low
CUST-02166,VitalEdge Wellness,Philippines,paid_search,annual,1,3,98.04,0.237,0,0,0.49,75.4,1,0.2429,low
CUST-02167,Voltix Home,Thailand,display,monthly,35,2,163.84,0.191,1,0,0.874,32.1,0,0.0896,low
CUST-02168,VitalEdge Wellness,Malaysia,organic,annual,23,1,43.12,0.123,1,1,0.366,85.9,0,0.1447,low
CUST-02169,DermaCo Labs,Philippines,affiliate,monthly,17,1,32.25,0.358,0,0,0.549,32.9,0,0.1751,low
CUST-02170,VitalEdge Wellness,Malaysia,paid_search,quarterly,21,1,59.39,0.226,1,0,0.516,53.4,1,0.1314,low
CUST-02171,DermaCo Labs,Thailand,paid_search,monthly,36,2,31.88,0.165,2,2,0.695,28.4,0,0.1279,low
CUST-02172,Voltix Home,Singapore,paid_search,quarterly,23,2,140.24,0.106,0,0,0.676,43.7,0,0.0671,low
CUST-02173,DermaCo Labs,Indonesia,organic,monthly,5,1,49.77,0.454,0,1,0.839,38.1,0,0.3442,watch
CUST-02174,Northstar Apparel,Thailand,paid_search,monthly,6,1,63.46,0.339,1,0,0.749,32.7,1,0.337,watch
CUST-02175,Northstar Apparel,Thailand,paid_search,quarterly,9,1,49.99,0.48,3,1,0.323,47.0,0,0.6,high
CUST-02176,Voltix Home,Singapore,organic,monthly,6,3,135.44,0.461,1,1,0.495,33.9,1,0.4688,high
CUST-02177,VitalEdge Wellness,Singapore,email,annual,10,2,88.07,0.17,2,1,0.687,67.5,1,0.238,low
CUST-02178,VitalEdge Wellness,Singapore,email,quarterly,33,2,81.07,0.377,0,0,0.406,61.3,0,0.094,low
CUST-02179,DermaCo Labs,Singapore,email,monthly,22,2,31.31,0.074,0,1,0.321,34.2,0,0.1409,low
CUST-02180,Northstar Apparel,Malaysia,display,quarterly,11,2,84.39,0.221,0,0,0.606,44.8,0,0.1888,low
CUST-02181,DermaCo Labs,Singapore,organic,monthly,36,3,48.55,0.133,2,1,0.539,32.5,0,0.1289,low
CUST-02182,VitalEdge Wellness,Malaysia,paid_search,monthly,6,2,50.47,0.176,3,0,0.533,19.4,0,0.3579,watch
CUST-02183,Northstar Apparel,Philippines,email,monthly,32,3,57.46,0.077,0,0,0.553,27.2,0,0.0529,low
CUST-02184,Voltix Home,Singapore,display,monthly,35,2,102.8,0.55,1,3,0.759,30.1,0,0.2517,watch
CUST-02185,DermaCo Labs,Indonesia,display,monthly,32,3,50.18,0.273,0,1,0.207,40.3,0,0.2115,low
CUST-02186,Northstar Apparel,Thailand,affiliate,monthly,12,3,59.27,0.257,1,0,0.477,30.0,1,0.2449,low
CUST-02187,VitalEdge Wellness,Thailand,affiliate,annual,34,1,87.03,0.438,0,0,0.409,86.0,0,0.1085,low
CUST-02188,VitalEdge Wellness,Indonesia,organic,monthly,16,2,74.33,0.213,1,2,0.072,46.5,1,0.408,watch
CUST-02189,Northstar Apparel,Philippines,paid_search,monthly,26,2,51.71,0.313,0,1,0.446,15.8,0,0.1452,low
CUST-02190,Northstar Apparel,Malaysia,email,monthly,13,2,63.74,0.125,2,0,0.63,27.0,0,0.2313,low
CUST-02191,Northstar Apparel,Malaysia,affiliate,monthly,10,2,30.08,0.55,1,0,0.536,33.3,0,0.3772,watch
CUST-02192,Northstar Apparel,Thailand,affiliate,monthly,2,1,64.21,0.103,0,1,0.602,26.7,1,0.233,low
CUST-02193,VitalEdge Wellness,Malaysia,display,annual,1,2,63.95,0.065,0,0,0.676,95.2,0,0.2084,low
CUST-02194,Voltix Home,Singapore,display,monthly,14,3,165.05,0.096,2,0,0.554,31.9,0,0.3135,watch
CUST-02195,VitalEdge Wellness,Malaysia,email,monthly,34,2,50.34,0.103,2,0,0.173,38.2,0,0.1342,low
CUST-02196,Voltix Home,Malaysia,email,monthly,28,2,171.89,0.204,1,0,0.6,44.4,1,0.1431,low
CUST-02197,DermaCo Labs,Indonesia,display,monthly,16,1,50.81,0.22,0,1,0.394,31.6,0,0.2935,watch
CUST-02198,Northstar Apparel,Malaysia,paid_search,quarterly,22,3,57.98,0.134,0,0,0.852,49.0,0,0.0586,low
CUST-02199,Voltix Home,Indonesia,paid_search,monthly,31,2,124.18,0.062,0,1,0.521,41.2,1,0.0896,low
CUST-02200,DermaCo Labs,Singapore,affiliate,monthly,10,1,39.28,0.233,1,0,0.262,30.3,1,0.3364,watch
CUST-02201,VitalEdge Wellness,Malaysia,paid_search,monthly,1,1,62.09,0.169,1,1,0.812,34.9,0,0.283,watch
CUST-02202,Northstar Apparel,Malaysia,paid_search,annual,22,1,54.51,0.206,0,0,0.539,66.9,0,0.1111,low
CUST-02203,DermaCo Labs,Malaysia,paid_search,annual,29,3,52.48,0.306,0,1,0.381,66.9,0,0.1248,low
CUST-02204,Northstar Apparel,Malaysia,email,monthly,1,1,35.35,0.023,0,0,0.798,18.3,1,0.1344,low
CUST-02205,VitalEdge Wellness,Philippines,display,monthly,13,2,71.0,0.118,0,0,0.475,31.7,0,0.17,low
CUST-02206,Voltix Home,Philippines,affiliate,annual,1,1,198.35,0.182,0,0,0.748,82.9,1,0.2221,low
CUST-02207,Northstar Apparel,Malaysia,display,annual,34,2,77.56,0.169,0,2,0.764,74.0,0,0.0883,low
CUST-02208,VitalEdge Wellness,Singapore,organic,monthly,33,1,71.49,0.229,2,1,0.542,34.4,0,0.1659,low
CUST-02209,VitalEdge Wellness,Thailand,display,quarterly,6,1,57.2,0.502,0,1,0.684,47.8,0,0.2998,watch
CUST-02210,Northstar Apparel,Thailand,organic,monthly,6,1,36.88,0.163,1,2,0.395,18.7,0,0.3522,watch
CUST-02211,Northstar Apparel,Philippines,paid_search,quarterly,9,1,38.52,0.123,0,0,0.654,63.9,0,0.1408,low
CUST-02212,Voltix Home,Thailand,email,annual,19,3,80.36,0.025,0,0,0.713,78.3,0,0.0508,low
CUST-02213,Northstar Apparel,Indonesia,organic,monthly,9,1,52.93,0.128,0,1,0.563,25.1,0,0.2121,low
CUST-02214,DermaCo Labs,Singapore,affiliate,monthly,32,1,40.6,0.173,0,0,0.557,25.6,0,0.0716,low
CUST-02215,Northstar Apparel,Malaysia,organic,quarterly,22,1,80.22,0.189,1,0,0.397,58.9,1,0.174,low
CUST-02216,Northstar Apparel,Singapore,paid_search,monthly,12,1,52.76,0.095,1,0,0.562,45.4,1,0.2574,watch
CUST-02217,Voltix Home,Malaysia,paid_search,quarterly,5,1,120.49,0.09,1,1,0.773,35.1,0,0.164,low
CUST-02218,Northstar Apparel,Thailand,email,monthly,30,3,57.44,0.192,0,1,0.496,27.1,0,0.093,low
CUST-02219,Northstar Apparel,Indonesia,display,quarterly,27,1,43.0,0.134,2,0,0.667,66.9,1,0.1676,low
CUST-02220,Northstar Apparel,Singapore,paid_search,monthly,15,3,41.52,0.365,0,1,0.686,35.4,0,0.2296,low
CUST-02221,Voltix Home,Philippines,affiliate,monthly,27,3,130.57,0.195,0,0,0.736,33.1,0,0.0636,low
CUST-02222,Northstar Apparel,Malaysia,paid_search,monthly,22,2,48.73,0.21,0,0,0.287,23.5,0,0.1596,low
CUST-02223,DermaCo Labs,Malaysia,paid_search,annual,3,2,58.22,0.131,0,0,0.352,69.6,1,0.2448,low
CUST-02224,VitalEdge Wellness,Malaysia,email,annual,32,1,56.52,0.075,0,1,0.472,72.1,0,0.0529,low
CUST-02225,Northstar Apparel,Singapore,paid_search,monthly,3,2,68.51,0.105,2,0,0.54,44.7,1,0.4342,watch
CUST-02226,Voltix Home,Thailand,organic,quarterly,18,2,130.33,0.214,3,0,0.39,47.4,1,0.2669,watch
CUST-02227,Northstar Apparel,Indonesia,display,quarterly,29,1,43.4,0.194,1,0,0.365,49.9,1,0.1532,low
CUST-02228,DermaCo Labs,Thailand,paid_search,monthly,1,2,40.96,0.208,1,0,0.41,29.2,1,0.3828,watch
CUST-02229,Northstar Apparel,Thailand,display,monthly,30,2,58.34,0.083,1,0,0.301,39.0,0,0.169,low
CUST-02230,Northstar Apparel,Malaysia,organic,quarterly,24,3,74.28,0.152,0,0,0.105,46.4,0,0.1219,low
CUST-02231,Northstar Apparel,Indonesia,paid_search,monthly,18,3,48.12,0.342,0,1,0.466,19.3,1,0.2178,low
CUST-02232,VitalEdge Wellness,Singapore,affiliate,quarterly,31,2,93.62,0.071,0,1,0.98,47.0,0,0.0298,low
CUST-02233,VitalEdge Wellness,Thailand,paid_search,monthly,25,3,60.97,0.221,3,0,0.618,36.7,0,0.2091,low
CUST-02234,Northstar Apparel,Indonesia,email,quarterly,12,1,69.16,0.28,0,0,0.158,42.1,0,0.2448,low
CUST-02235,Northstar Apparel,Malaysia,email,quarterly,36,2,61.84,0.205,0,1,0.754,53.4,0,0.0476,low
CUST-02236,DermaCo Labs,Malaysia,email,monthly,22,3,40.18,0.216,3,0,0.197,23.6,1,0.3209,watch
CUST-02237,DermaCo Labs,Indonesia,organic,monthly,36,3,45.35,0.117,1,1,0.561,18.6,0,0.0784,low
CUST-02238,VitalEdge Wellness,Thailand,affiliate,monthly,36,1,71.89,0.198,0,0,0.566,30.5,0,0.0526,low
CUST-02239,Voltix Home,Malaysia,display,quarterly,3,2,138.35,0.439,2,1,0.165,40.0,0,0.63,high
CUST-02240,VitalEdge Wellness,Philippines,email,monthly,13,2,47.29,0.268,1,0,0.371,26.1,0,0.2146,low
CUST-02241,Northstar Apparel,Malaysia,display,monthly,31,2,40.83,0.159,0,0,0.676,35.0,0,0.086,low
CUST-02242,Northstar Apparel,Singapore,affiliate,monthly,20,3,76.46,0.215,3,0,0.89,33.6,0,0.226,low
CUST-02243,DermaCo Labs,Singapore,display,annual,15,3,56.61,0.163,0,0,0.757,83.6,0,0.1487,low
CUST-02244,Voltix Home,Indonesia,organic,monthly,25,1,117.18,0.055,0,0,0.598,22.5,0,0.0714,low
CUST-02245,Voltix Home,Singapore,paid_search,quarterly,9,3,162.23,0.14,2,0,0.405,58.1,1,0.3229,watch
CUST-02246,DermaCo Labs,Philippines,affiliate,monthly,32,1,42.19,0.261,1,1,0.39,31.8,0,0.1504,low
CUST-02247,Northstar Apparel,Malaysia,email,quarterly,24,1,76.99,0.214,0,0,0.365,34.4,0,0.1001,low
CUST-02248,DermaCo Labs,Malaysia,paid_search,monthly,19,3,41.83,0.183,0,0,0.405,33.4,0,0.1555,low
CUST-02249,Voltix Home,Malaysia,display,annual,18,3,176.48,0.018,2,0,0.335,64.3,1,0.2316,low
CUST-02250,VitalEdge Wellness,Thailand,organic,quarterly,26,2,83.79,0.124,3,2,0.479,55.0,0,0.2088,low
CUST-02251,VitalEdge Wellness,Indonesia,affiliate,monthly,17,1,54.21,0.281,4,0,0.339,48.6,1,0.4921,high
CUST-02252,DermaCo Labs,Indonesia,affiliate,monthly,11,1,32.88,0.146,0,1,0.379,38.9,0,0.2403,low
CUST-02253,Voltix Home,Indonesia,paid_search,monthly,2,2,119.12,0.189,0,1,0.381,15.7,0,0.3067,watch
CUST-02254,Voltix Home,Indonesia,paid_search,annual,15,2,184.34,0.141,0,1,0.732,76.9,1,0.1556,low
CUST-02255,Northstar Apparel,Singapore,paid_search,monthly,30,1,67.74,0.238,1,1,0.842,33.4,0,0.1376,low
CUST-02256,Northstar Apparel,Singapore,organic,quarterly,21,2,63.85,0.212,1,0,0.499,68.5,0,0.1776,low
CUST-02257,VitalEdge Wellness,Indonesia,paid_search,monthly,26,3,73.13,0.228,0,1,0.702,43.9,0,0.1113,low
CUST-02258,Northstar Apparel,Philippines,organic,annual,16,3,53.91,0.25,2,2,0.459,70.0,1,0.3038,watch
CUST-02259,Voltix Home,Thailand,paid_search,quarterly,18,2,132.14,0.414,3,1,0.333,61.9,1,0.4722,high
CUST-02260,Northstar Apparel,Thailand,display,monthly,26,1,53.72,0.252,1,0,0.701,19.1,0,0.1538,low
CUST-02261,DermaCo Labs,Malaysia,display,quarterly,2,2,37.72,0.238,0,0,0.439,68.1,0,0.3253,watch
CUST-02262,Northstar Apparel,Singapore,organic,annual,23,2,101.91,0.156,1,0,0.423,64.5,0,0.1594,low
CUST-02263,Voltix Home,Malaysia,display,quarterly,12,1,84.89,0.028,0,0,0.581,65.1,0,0.122,low
CUST-02264,VitalEdge Wellness,Thailand,affiliate,quarterly,15,2,78.33,0.364,1,0,0.301,50.8,1,0.2226,low
CUST-02265,DermaCo Labs,Thailand,display,quarterly,5,2,26.36,0.144,1,1,0.108,58.1,0,0.4192,watch
CUST-02266,Northstar Apparel,Indonesia,display,quarterly,5,1,57.15,0.236,0,0,0.625,56.1,0,0.2632,watch
CUST-02267,Voltix Home,Indonesia,affiliate,monthly,32,1,95.07,0.277,5,1,0.127,28.0,0,0.4634,high
CUST-02268,DermaCo Labs,Thailand,display,annual,33,1,64.67,0.39,0,0,0.708,73.6,0,0.1094,low
CUST-02269,DermaCo Labs,Singapore,paid_search,monthly,12,1,37.1,0.254,1,0,0.743,34.2,0,0.2473,low
CUST-02270,VitalEdge Wellness,Malaysia,paid_search,quarterly,1,1,61.74,0.084,2,2,0.534,46.6,0,0.3397,watch
CUST-02271,DermaCo Labs,Singapore,organic,quarterly,24,3,59.66,0.086,0,0,0.5,65.6,0,0.0862,low
CUST-02272,DermaCo Labs,Philippines,paid_search,annual,34,2,82.55,0.279,1,0,0.363,64.9,1,0.1246,low
CUST-02273,VitalEdge Wellness,Singapore,organic,monthly,19,2,41.14,0.276,0,0,0.81,24.8,0,0.0914,low
CUST-02274,DermaCo Labs,Singapore,organic,monthly,31,1,31.36,0.285,0,0,0.505,37.7,0,0.1144,low
CUST-02275,Northstar Apparel,Singapore,email,quarterly,26,3,47.63,0.415,1,1,0.723,57.7,0,0.1525,low
CUST-02276,VitalEdge Wellness,Singapore,paid_search,quarterly,19,1,59.58,0.274,1,0,0.709,49.3,0,0.1308,low
CUST-02277,Northstar Apparel,Malaysia,paid_search,annual,5,1,77.6,0.056,0,0,0.76,71.0,0,0.1501,low
CUST-02278,Voltix Home,Malaysia,paid_search,monthly,29,2,123.44,0.078,2,0,0.687,34.3,0,0.1142,low
CUST-02279,VitalEdge Wellness,Singapore,affiliate,monthly,28,2,74.58,0.169,1,1,0.484,31.5,0,0.1272,low
CUST-02280,Northstar Apparel,Philippines,email,quarterly,30,1,62.11,0.123,1,1,0.403,55.0,0,0.1086,low
CUST-02281,VitalEdge Wellness,Indonesia,affiliate,monthly,33,2,65.96,0.274,1,1,0.339,34.9,0,0.1458,low
CUST-02282,Northstar Apparel,Malaysia,organic,monthly,33,1,48.05,0.259,1,0,0.695,33.5,1,0.1033,low
CUST-02283,VitalEdge Wellness,Indonesia,email,monthly,29,1,68.42,0.151,1,0,0.542,32.4,0,0.1026,low
CUST-02284,VitalEdge Wellness,Singapore,affiliate,annual,30,3,97.74,0.55,2,1,0.489,77.3,0,0.2639,watch
CUST-02285,Northstar Apparel,Malaysia,organic,annual,13,1,52.87,0.118,0,0,0.462,84.8,1,0.1605,low
CUST-02286,Northstar Apparel,Singapore,affiliate,monthly,17,2,42.42,0.274,2,1,0.583,29.2,0,0.2937,watch
CUST-02287,DermaCo Labs,Malaysia,display,monthly,23,2,25.28,0.199,2,0,0.806,13.8,1,0.158,low
CUST-02288,VitalEdge Wellness,Malaysia,email,quarterly,15,2,64.21,0.221,2,1,0.674,58.7,0,0.1952,low
CUST-02289,VitalEdge Wellness,Thailand,display,monthly,34,2,29.49,0.166,0,0,0.766,23.7,0,0.0461,low
CUST-02290,DermaCo Labs,Singapore,paid_search,monthly,18,3,46.78,0.446,1,2,0.688,29.8,0,0.3299,watch
CUST-02291,DermaCo Labs,Malaysia,display,monthly,15,2,27.23,0.017,2,1,0.531,26.5,0,0.2618,watch
CUST-02292,DermaCo Labs,Indonesia,display,annual,18,1,54.05,0.056,0,0,0.36,87.3,0,0.1843,low
CUST-02293,Northstar Apparel,Indonesia,paid_search,quarterly,21,1,85.63,0.15,1,0,0.275,69.6,1,0.2393,low
CUST-02294,Northstar Apparel,Malaysia,affiliate,annual,32,3,85.94,0.129,0,0,0.678,71.0,0,0.0478,low
CUST-02295,DermaCo Labs,Singapore,organic,monthly,11,3,52.16,0.087,1,0,0.788,35.8,0,0.1688,low
CUST-02296,DermaCo Labs,Singapore,display,monthly,15,3,32.28,0.336,0,0,0.626,24.6,0,0.2146,low
CUST-02297,Voltix Home,Indonesia,affiliate,annual,32,2,186.96,0.354,1,2,0.929,81.7,0,0.1319,low
CUST-02298,Northstar Apparel,Philippines,display,monthly,6,1,59.39,0.056,0,1,0.351,54.4,0,0.3626,watch
CUST-02299,Voltix Home,Philippines,organic,monthly,34,3,127.26,0.184,1,0,0.689,45.9,0,0.0795,low
CUST-02300,VitalEdge Wellness,Singapore,paid_search,monthly,33,3,63.7,0.075,2,1,0.482,20.1,0,0.1115,low
CUST-02301,VitalEdge Wellness,Indonesia,paid_search,annual,25,2,71.43,0.082,0,0,0.539,61.3,0,0.0622,low
CUST-02302,DermaCo Labs,Thailand,paid_search,monthly,24,1,39.85,0.05,0,0,0.665,39.6,0,0.0864,low
CUST-02303,VitalEdge Wellness,Singapore,display,monthly,10,3,55.0,0.076,3,1,0.628,12.0,0,0.3193,watch
CUST-02304,VitalEdge Wellness,Malaysia,paid_search,monthly,16,1,72.2,0.103,0,2,0.594,28.3,0,0.1555,low
CUST-02305,Voltix Home,Singapore,organic,monthly,31,3,141.6,0.092,0,0,0.566,42.3,0,0.0733,low
CUST-02306,Voltix Home,Philippines,affiliate,quarterly,13,1,140.2,0.093,1,0,0.787,44.8,0,0.0979,low
CUST-02307,VitalEdge Wellness,Malaysia,email,monthly,16,3,75.97,0.253,2,1,0.796,37.2,0,0.2203,low
CUST-02308,DermaCo Labs,Malaysia,display,monthly,20,1,50.98,0.323,0,0,0.488,23.2,0,0.2155,low
CUST-02309,Northstar Apparel,Philippines,affiliate,quarterly,29,1,47.87,0.219,0,1,0.28,52.2,0,0.1025,low
CUST-02310,DermaCo Labs,Indonesia,display,monthly,10,1,41.38,0.191,0,0,0.659,17.5,1,0.2085,low
CUST-02311,VitalEdge Wellness,Thailand,organic,quarterly,12,3,72.54,0.185,3,0,0.71,39.5,0,0.1923,low
CUST-02312,Northstar Apparel,Thailand,email,monthly,33,3,54.36,0.464,0,0,0.516,34.6,0,0.1215,low
CUST-02313,Voltix Home,Singapore,organic,monthly,8,3,148.93,0.116,3,2,0.602,12.0,0,0.3984,watch
CUST-02314,Voltix Home,Singapore,affiliate,annual,8,1,156.32,0.115,3,0,0.51,69.2,1,0.3494,watch
CUST-02315,Northstar Apparel,Malaysia,display,monthly,19,1,56.49,0.414,2,0,0.79,28.8,0,0.3335,watch
CUST-02316,Northstar Apparel,Thailand,affiliate,monthly,5,1,47.39,0.239,2,0,0.549,31.8,1,0.3762,watch
CUST-02317,VitalEdge Wellness,Philippines,display,annual,14,3,75.4,0.127,0,1,0.425,88.2,0,0.1866,low
CUST-02318,Northstar Apparel,Malaysia,display,monthly,26,1,53.12,0.458,1,0,0.26,33.0,0,0.3579,watch
CUST-02319,Northstar Apparel,Singapore,display,monthly,30,1,66.88,0.274,1,0,0.527,31.6,0,0.2038,low
CUST-02320,Northstar Apparel,Malaysia,affiliate,monthly,18,3,29.97,0.149,2,0,0.668,33.6,0,0.1683,low
CUST-02321,Northstar Apparel,Thailand,email,quarterly,11,1,74.79,0.184,1,3,0.651,57.2,0,0.2803,watch
CUST-02322,VitalEdge Wellness,Malaysia,display,monthly,26,3,58.21,0.383,0,1,0.407,38.2,0,0.2014,low
CUST-02323,Northstar Apparel,Thailand,paid_search,annual,12,3,82.11,0.334,0,1,0.308,78.3,1,0.3105,watch
CUST-02324,VitalEdge Wellness,Indonesia,paid_search,quarterly,12,1,61.14,0.355,1,2,0.445,57.3,1,0.3421,watch
CUST-02325,DermaCo Labs,Malaysia,paid_search,quarterly,12,3,52.13,0.151,0,0,0.224,54.4,0,0.1871,low
CUST-02326,VitalEdge Wellness,Thailand,organic,quarterly,29,1,102.7,0.338,1,1,0.509,78.0,0,0.1793,low
CUST-02327,Voltix Home,Philippines,organic,monthly,11,3,179.88,0.056,1,0,0.725,37.0,0,0.1719,low
CUST-02328,Northstar Apparel,Indonesia,affiliate,monthly,6,3,44.45,0.168,0,1,0.379,33.6,0,0.2671,watch
CUST-02329,Voltix Home,Singapore,paid_search,monthly,28,3,133.49,0.191,1,0,0.429,19.9,0,0.133,low
CUST-02330,VitalEdge Wellness,Indonesia,affiliate,quarterly,11,3,68.09,0.202,1,2,0.571,47.3,0,0.1916,low
CUST-02331,DermaCo Labs,Indonesia,affiliate,annual,8,1,51.96,0.326,1,0,0.309,66.1,1,0.3389,watch
CUST-02332,VitalEdge Wellness,Indonesia,organic,monthly,20,3,69.49,0.075,1,0,0.417,25.6,0,0.1301,low
CUST-02333,DermaCo Labs,Malaysia,paid_search,annual,7,2,50.57,0.274,1,0,0.421,65.9,0,0.3023,watch
CUST-02334,VitalEdge Wellness,Malaysia,display,monthly,23,3,36.91,0.433,1,1,0.105,27.5,0,0.3471,watch
CUST-02335,Voltix Home,Philippines,organic,annual,17,1,150.77,0.042,1,1,0.349,77.8,0,0.1875,low
CUST-02336,DermaCo Labs,Singapore,affiliate,monthly,14,3,54.2,0.168,0,0,0.386,33.7,0,0.1817,low
CUST-02337,VitalEdge Wellness,Malaysia,organic,annual,13,2,71.43,0.36,0,0,0.81,88.6,1,0.1453,low
CUST-02338,Northstar Apparel,Thailand,organic,quarterly,18,2,54.22,0.501,0,0,0.391,65.4,0,0.2407,low
CUST-02339,Northstar Apparel,Singapore,display,monthly,25,2,60.88,0.108,1,0,0.384,27.2,0,0.1931,low
CUST-02340,Northstar Apparel,Thailand,organic,annual,1,2,88.56,0.25,0,1,0.688,89.9,0,0.3099,watch
CUST-02341,Voltix Home,Indonesia,paid_search,monthly,32,2,115.19,0.041,1,0,0.423,15.1,0,0.0804,low
CUST-02342,Northstar Apparel,Singapore,paid_search,quarterly,19,1,49.8,0.128,0,0,0.448,52.4,0,0.1231,low
CUST-02343,VitalEdge Wellness,Indonesia,display,quarterly,9,3,51.36,0.391,1,0,0.218,51.8,0,0.3757,watch
CUST-02344,VitalEdge Wellness,Philippines,affiliate,quarterly,5,2,90.91,0.229,1,0,0.195,49.0,1,0.2803,watch
CUST-02345,Northstar Apparel,Philippines,organic,quarterly,36,2,58.25,0.38,0,0,0.661,53.9,0,0.0625,low
CUST-02346,VitalEdge Wellness,Thailand,organic,quarterly,26,2,83.52,0.076,1,1,0.349,54.2,0,0.1076,low
CUST-02347,Northstar Apparel,Thailand,display,quarterly,16,1,49.83,0.17,1,0,0.394,61.6,1,0.2448,low
CUST-02348,DermaCo Labs,Singapore,email,monthly,26,2,27.2,0.095,0,0,0.759,30.0,0,0.0623,low
CUST-02349,Voltix Home,Indonesia,email,monthly,24,3,104.56,0.136,1,1,0.63,42.4,0,0.1319,low
CUST-02350,DermaCo Labs,Philippines,paid_search,annual,4,2,32.51,0.156,1,0,0.56,77.3,1,0.2472,low
CUST-02351,DermaCo Labs,Singapore,display,quarterly,20,1,41.66,0.291,0,0,0.523,53.9,0,0.174,low
CUST-02352,Voltix Home,Singapore,affiliate,monthly,9,1,106.08,0.303,0,0,0.281,39.9,0,0.2982,watch
CUST-02353,Voltix Home,Singapore,email,annual,33,3,135.01,0.135,1,1,0.523,93.8,0,0.1041,low
CUST-02354,DermaCo Labs,Thailand,display,quarterly,26,3,51.24,0.1,1,0,0.339,53.1,0,0.1347,low
